designation,name,work_type,involvement,employees_count,job_details,industry,level,City,State
Data Analyst,Tezra,Remote,Full-time,11,"About the job Hiring Python Data Engineer for one of the Leading CMM Level5 MNC Company Headquartered in U.SRole: Data EngineerExperience: 7-10 yearsLocation: Permanent WFHWork Timing: 1PM - 10PM Interested candiadates send your resume to sunil@tezra.in Skills: 7+ years of relevant work experience in software development.Working Experience with Python, PySpark, any relational DBMS (Microsoft SQL Server/MySQL/Postgres), and/or database warehouses (such as Amazon RedShift/Snowflake/BigQuery).Experience working with APIs.Knowledge of cloud-based technologies, preferably AWSMust have been involved in code review process, preparing technical documentation, architecture diagrams.Handson Experience designing, developing applications in any of the cloud platform preferably - AWS.Experience working in an agile development environment and with project management tools such as JIRA. Ability to document SDKs and libraries and articulate technical information efficiently.Strong team player and be able to work with customers and multiple teams during integration projects.Strong written and verbal English skills, with the ability to communicate clearly with the team and clients. Solid analytical, problem solving and decision-making skills.",Not Avilable,Not Avilable,Hyderabad,Telangana
Golang Developer,Optimal Virtual Employee,Remote,Full-time,201,"About the job The ideal candidate will be responsible for conceptualizing and executing clear, quality code to develop the best software. You will test your code, identify errors, and iterate to ensure quality code. You will also support our customers and partners by troubleshooting any of their software issues. ResponsibilitiesDetect and troubleshoot software issuesWrite clear quality code for software and applications and perform test reviewsDevelop, implement, and test APIsProvide input on software development projects QualificationsComfort using programming languages and relational databasesStrong debugging and troubleshooting skills5+ years' of development experience Skill Set: Strong Knowledge on Golang Strong knowledge working on Databases. Solid experience in building API's using technologies like Golang,Nodejs Should have strong knowledge of cloud service like AWS. Knowledge of securing the Api's (JWT, oauth etc.). Should have experience using CICD process and tools. Should be able to write automated test cases. Better understanding of Microservices architecture. Should be able to build Chatbots, text translation, Api's etc. using AWS services. Should have better knowledge of OpenShift Good Knowledge of Git. For Sharing Profile : anuradha@optimalvirtualemployee.com Immediate JoinersWork from Home",Not Avilable,Not Avilable,Delhi,Delhi
Data Analyst,Mobile Programming LLC,On-site,Full-time,1001,"About the job SAP Customer Data Cloud ""Business Analyst Technical"" Experience:- 4-6 years Location:- Bengaluru Job Description:- SAP, RaaS Module, Screen Set, Gigyas Rest APIs, Dataflows, Session Management, JavaScript, HTML, JIRA, Confluence, Responsibilities:-  Responsible for SAP CDC for B2B and B2C best practices. Experience in SAP Customer Data Cloud Gigya with knowledge of RaaS Module, Screen Set, Gigyas Rest APIs, Dataflows, Session Management. Responsible for account schema creation, for screens with multiple language, additiona logic in screen-set. Responsible for working on hosted pages. Should be able to handle dataflow for import and export of Customer data from Gigya. Knowledge on Webhooks, its validation using JWT and testing it in SAP CDC; Experience in handling the administrators, permission group, SSO and Site Group. Experience in Integration of SAP CDC with upstream and downstream system with middleware like SAP CPI, MuleSoft etc. Should have experience working in JavaScript, HTML, managing API calls Responsible for supporting the SAP CDC integration via Rest APIs or Screen Sets. Responsible for configuring and developing custom reports. Experience in Integration of SAP CDC with upstream and downstream system with middleware like SAP Commerce, Websites, SAP CPI, SAP R3, SAP S4 etc. Driving the estimation process with the development and quality representatives. Experience in working with Atlassian toolsets (JIRA, Confluence) Experience in Agile/Scrum Methodology and Working, Sprint Planning, Burn-down chart and other aspects. personal requirements:-  4 to 6 Years of Work Experience as SAP CDC Consultant for SAP CDC Implementation Projects. Excellent interpersonal and communication skills Demonstrated ability to develop and mentor creative Graduation and above Analytical and logical thinking, Independent thinker. Ability to take initiative and overcome obstacles Deadline-driven, self-organized and able to multitask Self-learner and a problem solver. Excellent verbal and written skills in English",Not Avilable,Not Avilable,Bengaluru,Karnataka
Data Analyst,Stackgenie,Hybrid,Full-time,1,"About the job We are seeking a highly motivated and experienced Data Engineer to join our team. The ideal candidate will have a passion for working with large datasets and a strong desire to drive data-driven insights and solutions. Responsibilities: Design and implement data pipelines to collect, process, and store large amounts of dataWork with stakeholders to understand their data needs and design data solutions to meet those needsCollaborate with data scientists and analysts to develop and implement machine learning modelsDevelop and maintain data governance policies and proceduresMonitor data quality and performance, and implement improvements as neededTroubleshoot production issues and provide support as needed Requirements: 3+ years of experience as a Data EngineerStrong experience with data pipeline and data warehousing technologies such as Apache Kafka, Apache Spark, and SnowflakeKnowledge of SQL and NoSQL databases Knowledge in DatastaxExperience with cloud computing platforms such as AWS or AzureStrong programming skills in Python or similar programming languageExcellent problem-solving and troubleshooting skillsStrong verbal and written communication skills If you're passionate about data engineering and eager to make a positive impact, we want to hear from you!",Not Avilable,Not Avilable,Bengaluru,Karnataka
Data Analyst,WUElev8 - Where yoU Elevate,On-site,Full-time,11,"About the job Company- LTIMindtreeExperience Required- 3 to 14 years.Location- Pune/Mumbai/Hyderabad/Chennai/Kolkata/Coimbatore/Bangalore Skills Required- GCP Cloud, Python, Dataflow, Big Query, Cloud SQL, Airflow Job Description-Looking for an IT professional who could play Developer role on GCP data engineering. Develop and implement -Dataflow, Datapro or other languages-based solution, job orchestration. Minimum 2 years development experience with any GCP Cloud ETLs and Databases. Strong understanding of Dataflow, Big Query, Cloud SQL, Airflow Excellent with Java Python and Google Cloud SDK & API Scripting Work with client teams to design and implement modern, scalable data solutions using a range of new and emerging technologies from the Google Cloud Platform. Work with Agile and DevOps technique s and implementation approaches in the delivery. Required to showcase your GCP Data engineering experience when communicating with clients on their requirements, turning these into technical data solutions. Required to build and deliver Data solutions using GCP products and offerings. Knowledge and understanding of DevOps.",Not Avilable,Not Avilable,Hyderabad,Telangana
Data Analyst,Ashling Partners,On-site,Full-time,51,"About the job Ashling Partners is at the forefront of the hyper-automation revolution! We help clients improve productivity and employee engagement by leveraging intelligent process automation, RPA, Process Intelligence, data capture/OCR and Machine Learning technologies. Our team leverages lean agile principles to make automation gains sustainable and a driving force for digital innovation. As a Data Engineer, Process Intelligence Consultant for Ashling Partners, you will be responsible for successful process mining deployment and supporting our automation clients by providing technical guidance on topics such as ETL pipeline, technical process flow, and process optimization! Founded by business process improvement & technology industry veterans, Ashling Partners values meaningful work for our  while driving real value for our clients in a sustainable and continuous manner. We will always value progress over perfection. While doing so, we strive to continually build a positive, appreciative, and fun culture for our organization. Find us on the INC Best Workplace list for 2021! Our rapidly growing organization is taking the world by storm, quickly becoming THE global boutique in intelligent automation. We are looking for life-long learners and servant-leaders who are passionate about innovation and the future of work. If this sounds like a place for you, we would love to meet you! What You Will Do:Participate in process discovery workshops to provide technical guidance on topics such as ETL pipeline, technical process flow, and overall project scope for process mining implementation projectsSupport build of data environments that enable analytics solutions on a variety of platformsPrimary focus on developing data models, analyses and KPIs in Celonis according to client requirementsExtract and transform customers’ data and load them into the process mining platformDocument technical specifications of models and analyses for handoff to clientResponsible for successful process mining deployment by supporting development, documentation, validation and post-deployment support of Celonis data model and analysesOngoing support of client to elicit additional requirements and refine models and analyses beyond initial deploymentDevelop machine learning models to conduct predictive analysis as requiredAssist with designing documentation, coding standards, procedures, and proprietary models and analysesHelp customers drive significant business outcomes and ROI by leveraging the insights uncovered in process mining applicationsPlan, schedule, and manage project timelines and activities from project kick-off through training to ensure each project is delivered on time and meets customer requirements What You Will Bring:2+ years of SQL experience1+ year of Celonis development experience a plusCelonis Analyst and Data Engineer CertificationExperience with Python and ML models a plusBachelor’s Degree in Computer Science or equivalentInterested in intelligent automation market and cloud infrastructure technologiesLifelong learner mindsetStrong analytical and problem-solving skillsStrong communication and management skillsUnderstanding of Agile SDLC Why Ashling Partners:At Ashling Partners we strive to provide meaningful work in a positive, appreciative and fun culture for our own team. All firm members are referred to as “Ohana,” the Hawaiian word for family, with regards to extended family beyond relatives. The concept emphasizes that extended families are bound together by a common belief, attitude or purpose and members must cooperate and remember one another.Lifelong Learning - In the intelligent automation space change happens fast, in order to support that change, Ashling has developed a culture that enables lifelong learners to continuously develop their skill setsDiversity of Thought, Culture, Background & Identity – We build diversity, equity, and inclusion capabilities into all facets of our business to support innovation, creativity, and our global growth objectivesConsistently Innovate with Cutting-Edge Technology – We offer a continuous model for performance improvement and the opportunity to work with best-of-breed automation technology stacksProvide Servant-Based Leadership – We believe the leader’s role is to serve the organization, not the other way aroundPractice Stewardship – We work together as peers, regardless of a person’s formal role or authority in the organizationBe Entrepreneurial in Management – We empower people to bring ideas and challenge them with the responsibility to make them successfulOffer Open-Book Finance – We give everyone the opportunity to see the books, how we are being measured and what our score is, so they can feel empowered to impact successProvide the Best Service – We may not be the cheapest, but we will deliver the best value to our clientsMake Data-Driven Decisions – We are a data-driven organization internally and externallyBe a fun place to work - We provide a positive, appreciative and fun culture What Sets Us Apart:Quarterly book allotment (any book of your choice, no cap!)Uncapped training allotmentUnlimited holidaysUnlimited PTO!Immediate 401K contributions", IT Services and IT Consulting, Associate,Hyderabad,Telangana
Data Analyst,Tata Consultancy Services,On-site,Full-time,10001,"About the job Greetings From TCS!!! TCS has always been in the spotlight for being adept in “the next big technologies”. What we can offer you is a space to explore varied technologies and quench your techie soul.We are having a scheduled interview on this Saturday that is 11th of February 2023. Interested candidates, please share your resume on akanksha.t2@tcs.com Role: AWS Data Engineer Experience : 4-12 years Location : PAN India Desired Competencies (Technical/Behavioral Competency):Must-Have:· AWS Data Engineer (EMR, RedShift, Lambda, Glue, Athena, S3, Teradata, Vertica etc)· Experience in BIG Data technologies (Hadoop, Spark, Hive etc.) and scripting language like Python etc.· Database (such as Oracle, MySQL, PostgreSQL, MS SQL Server) and Data Warehouses (such as Redshift, Teradata, Vertica)· In depth understanding of Cloud Architecture & ability to advice/work on end-to-end cloud infrastructure· Development of Cloud workflows and processes· Designing and Developing Monitoring solutions using AWS native services· Designing & Developing AWS Cloud Based Systems using Cloud Formation or Terraform Current Org:Total Exp:Current CTC:Expected CTC:Notice Period: Note:EX-TCS(Fulltime employee) cannot not be eligible for rehire.Candidates with less than 2 years of experience will not be considered.", IT Services and IT Consulting, Mid-Senior level,Delhi,Delhi
.Net Developers,LTIMindtree,Hybrid,Full-time,10001,"About the job Detail Job Description: Location: Hiring for India (any Location) Working Model: Hybrid IBM FileNet developer with 5-8 years’ experience specifically in IBM FileNet (ICN customization and extension, Document migration experience). Primary skills: IBM FileNet Content Manager, Business Process Manager, IBM Content Navigator (ICN), P8 Workplace / XT, CE Java API, PE Java API, Web Sphere, Apache Tomcat Java, J2EE, JDBC, JSP, Servlets, HTML / DHTML, JavaScript, , XML, Dojo, Oracle, MS SQLOver 5+ years of IT experience in different phases of SDLC mainly scoping, analysis, designing, development, testing, implementation, and maintenance of web-based applications on Java and J2EE framework and FileNet P8 web applications, ICNWorked extensively in FileNet P8 5.0/5.2 Platform. Working experience in development and customization in FileNet and having experience on FileNet P8 CE JAVA API and PE JAVA API.Working experience on general FileNet P8 Admin activities.Working experience on P8 Application engine, Process engine & Content engine, P8 Workplace XT, FileNet Enterprise Manager, Process Designer, Process Administrator, ICN customizations Having good knowledge in webservices to communicate with the external applications.Working experience on servers like IBM Web Sphere and Tomcat.Ability to work in both team environment as well as Independent", Information Technology & Services, Mid-Senior level,Greater Bengaluru Area,Karnataka
Database Developer,TIGI HR ®,On-site,Full-time,51,"About the job Experience: 5-7 Years Roles and Responsibilities: · Relevant experience in MS SQL Server development.· Hands on in writing complex queries, triggers, functions, packages, and procedures.· Query optimization, Indexing and profiling in SQL Server.· Writing optimized MS SQL queries for integration with other applications.· Ability to create database Objects (Tables, Views, Stored Procedures, User-defined functions)· Ability to Read & Write complex queries· Design DB tables and structures· Creating views, functions, and stored procedures· Design, create and test SQL reports using SSRS and compile business requirements and specifications for reports.· Design and implementation of SSIS, and ETL based on business requirements. Preferred Qualifications (Desired Skills/Experience): · Preferred knowledge in database design, development and using database technologies like Microsoft SQL Server, PostgreSQL, NOsql· Preferred knowledge in programming with object-oriented languages like C#.",Not Avilable,Not Avilable,Bengaluru,Karnataka
Data Analyst,Tata Consultancy Services,On-site,Full-time,10001,"About the job Greeting from TCS!! Hiring For: GCP Data EngineerExperience: 3+Years Job Description - Strong SQL knowledge – able to translate complex scenarios into queries. Strong Programming experience in Java or Python Experience with Data modeling and mapping. Experience in Google Cloud platform (especially BigQuery & Dataflow) Experience with Google Cloud SDK & API Scripting Experience in Hadoop ( Hive, MapReduce, Spark ) Experience in Onsite-Offshore coordination Experience in Test Driven Development Experience in Agile processes and DevOps methodologies. Experience of Retail domain will be an added advantage", IT Services and IT Consulting, Mid-Senior level,Chennai,Tamil Nadu
Data Analyst,OptimHire,On-site,Full-time,501,"About the job Job Description: MS in Computer Science or a related subject area with at least 5 years of server-side programming• At least 2 years of experience in AWS technologies• The documented ability of delivering innovative solutions in an applied environment related to at least one of the following areas:o ETL, Data pipeline, Workflowo Strong knowledge of programming in Python, Java, or Scala.o High level of competence in global and cross-skilled collaborative working.o Cloud Architecture: 1 year (Preferred) • Working experience in one or more of the AWS technologies: Amazon Glue, Sage Maker, Data pipeline, Kinesis, EMR (Hive, Presto, Spark), Step Functions, Athena, Comprehend, Medical Comprehend• Familiarity with Container-based architecture• Microservice deployment using EKS or ECS• Familiarity with any Elastic search (or any other cloud-based search engine)• Experience in Database technologies like Amazon Aurora, Postgres• Well versed with SQL Desirable Requirements:• Knowledge/working experience claims, EMR, and lab data• Experience linking datasets• Experience with Auto ML in developing models based on AWS/Google Cloud Auto ML services",Not Avilable,Not Avilable,Greater Bengaluru Area,Karnataka
